Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,MeanRoomsSquare,AreaRatio,MonthSale,AgeBuilding,WeekdaySale,StreetType,Weekend
Northcote,2,house,780000.0,VB,Nelson,2017-09-16,5.3,3070,2,1,2,242.0,126.0,,-37.782540000000004,145.01013999999995,Northern Metropolitan,11364,25.2,-0.31521739130434784,9,47,5,St,1
Oak Park,5,house,955000.0,S,Nelson,2017-09-16,11.2,3046,5,2,4,838.0,126.0,,-37.71302,144.90338,Northern Metropolitan,2651,10.5,-0.7385892116182573,9,47,5,Rd,1
Oak Park,3,house,725000.0,SP,Nelson,2017-09-16,11.2,3046,3,1,1,327.0,111.0,,-37.7151,144.92103,Northern Metropolitan,2651,15.857142857142858,-0.4931506849315068,9,57,5,Rd,1
Oakleigh South,3,house,950000.0,PI,Ray,2017-09-16,15.5,3167,3,1,2,660.0,126.0,,-37.92745,145.08276,South-Eastern Metropolitan,3692,18.0,-0.6793893129770993,9,47,5,Rd,1
other,3,house,1250000.0,S,other,2017-09-16,21.5,3195,3,1,2,802.0,126.0,,-37.98752,145.08358,South-Eastern Metropolitan,5087,18.0,-0.728448275862069,9,47,5,St,1
Pascoe Vale,3,house,850000.0,VB,Nelson,2017-09-16,8.5,3044,3,1,1,712.0,133.0,,-37.71594,144.92986000000005,Northern Metropolitan,7485,19.0,-0.685207100591716,9,77,5,Pde,1
Pascoe Vale,3,house,1160000.0,S,Nelson,2017-09-16,8.5,3044,3,2,2,480.0,126.0,,-37.725229999999996,144.94567,Northern Metropolitan,7485,15.75,-0.5841584158415841,9,47,5,St,1
other,4,house,765000.0,S,other,2017-09-16,14.7,3030,4,2,2,612.0,219.0,,-37.88177,144.74221,Western Metropolitan,15542,21.9,-0.4729241877256318,9,13,5,Dr,1
other,4,house,635000.0,S,hockingstuart,2017-09-16,14.7,3030,4,2,2,334.0,244.0,,-37.90584000000001,144.74858,Western Metropolitan,15542,24.4,-0.15570934256055363,9,17,5,other,1
Port Melbourne,2,house,1260000.0,S,Greg,2017-09-16,3.5,3207,2,1,2,112.0,126.0,,-37.8379,144.94651000000005,Southern Metropolitan,8648,25.2,0.058823529411764705,9,47,5,St,1
Port Melbourne,3,house,1960000.0,SP,Greg,2017-09-16,3.5,3207,3,2,0,253.0,230.0,,-37.836,144.93701000000001,Southern Metropolitan,8648,28.75,-0.047619047619047616,9,117,5,St,1
Prahran,3,house,1771000.0,S,Biggin,2017-09-16,4.6,3181,3,2,1,240.0,126.0,,-37.8469,144.98705,Southern Metropolitan,7717,15.75,-0.3114754098360656,9,47,5,St,1
Prahran,1,unit,515000.0,S,Biggin,2017-09-16,4.6,3181,1,1,2,284.0,126.0,,-37.85018,144.99006,Southern Metropolitan,7717,42.0,-0.3853658536585366,9,47,5,St,1
Prahran,3,house,1610000.0,PI,Jellis,2017-09-16,4.6,3181,3,2,2,111.0,126.0,,-37.85169000000001,145.00557,Southern Metropolitan,7717,15.75,0.06329113924050633,9,127,5,St,1
Preston,3,house,1035000.0,S,Nelson,2017-09-16,8.4,3072,3,1,2,696.0,126.0,,-37.73761,145.02119,Northern Metropolitan,14577,18.0,-0.6934306569343066,9,47,5,Av,1
Preston,3,house,880000.0,S,Nelson,2017-09-16,8.4,3072,3,1,0,480.0,126.0,,-37.73346,145.01506,Northern Metropolitan,14577,18.0,-0.5841584158415841,9,47,5,St,1
other,2,house,1625000.0,PI,Collins,2017-09-16,3.5,3054,2,1,1,253.0,126.0,,-37.78243,144.96871000000004,Northern Metropolitan,1008,25.2,-0.33509234828496043,9,47,5,St,1
Reservoir,3,house,930000.0,S,Barry,2017-09-16,12.0,3073,3,1,2,735.0,126.0,,-37.714909999999996,145.02191000000005,Northern Metropolitan,21650,18.0,-0.7073170731707317,9,47,5,Pde,1
Reservoir,4,house,912000.0,S,Ray,2017-09-16,12.0,3073,4,1,2,871.0,126.0,,-37.700559999999996,145.00345,Northern Metropolitan,21650,14.0,-0.7472417251755266,9,47,5,Av,1
Reservoir,3,house,900000.0,S,Barry,2017-09-16,12.0,3073,3,1,1,694.0,126.0,,-37.720890000000004,145.0153,Northern Metropolitan,21650,18.0,-0.6926829268292682,9,47,5,St,1
Reservoir,3,house,935000.0,S,Ray,2017-09-16,12.0,3073,3,1,2,768.0,126.0,,-37.7234,145.0266,Northern Metropolitan,21650,18.0,-0.7181208053691275,9,47,5,Av,1
Reservoir,2,unit,465000.0,SP,Ray,2017-09-16,12.0,3073,2,1,1,676.0,61.0,,-37.71176,145.02142,Northern Metropolitan,21650,12.2,-0.8344640434192673,9,5,5,Rd,1
Reservoir,2,house,920000.0,S,Nelson,2017-09-16,12.0,3073,2,1,2,665.0,100.0,,-37.72303,145.01883999999995,Northern Metropolitan,21650,20.0,-0.738562091503268,9,62,5,Rd,1
Richmond,3,townhouse,1500000.0,VB,Jellis,2017-09-16,2.4,3121,3,2,2,72.0,145.0,,-37.81937,145.00146,Northern Metropolitan,14949,18.125,0.33640552995391704,9,6,5,Pl,1
Richmond,2,house,1200000.0,S,Biggin,2017-09-16,2.4,3121,2,1,2,135.0,86.0,,-37.82132,145.00973,Northern Metropolitan,14949,17.2,-0.22171945701357465,9,127,5,St,1
other,3,house,800000.0,S,other,2017-09-16,19.9,3134,3,1,3,691.0,126.0,,-37.80236,145.23916,Eastern Metropolitan,7785,18.0,-0.6915544675642595,9,47,5,St,1
other,4,house,1335000.0,PI,other,2017-09-16,19.9,3134,4,1,0,697.0,126.0,,-37.81169000000001,145.22243999999995,Eastern Metropolitan,7785,14.0,-0.6938031591737546,9,37,5,St,1
other,4,house,935000.0,S,Philip,2017-09-16,19.9,3134,4,3,2,540.0,119.0,,-37.82782,145.22506,Eastern Metropolitan,7785,10.818181818181818,-0.6388467374810318,9,47,5,Av,1
other,3,house,746000.0,S,Fletchers,2017-09-16,21.3,3135,3,1,1,400.0,135.0,,-37.80954000000001,145.25538,Eastern Metropolitan,4407,19.285714285714285,-0.4953271028037383,9,67,5,St,1
other,4,house,1283000.0,S,Philip,2017-09-16,19.9,3134,4,2,2,1019.0,126.0,,-37.8004,145.23256999999995,Eastern Metropolitan,3619,12.6,-0.7799126637554585,9,47,5,Rd,1
Rosanna,4,house,1365000.0,SP,Miles,2017-09-16,8.9,3084,4,3,2,687.0,126.0,,-37.73184000000001,145.07061000000004,Eastern Metropolitan,3540,11.454545454545455,-0.6900369003690037,9,47,5,Ct,1
Rosanna,4,house,1775000.0,S,Miles,2017-09-16,8.9,3084,4,2,2,1240.0,126.0,,-37.74085,145.07055,Eastern Metropolitan,3540,12.6,-0.8155197657393851,9,47,5,St,1
other,3,house,380000.0,S,Raine,2017-09-16,20.6,3064,3,1,1,372.0,92.0,,-37.62388,144.93701000000001,Northern Metropolitan,5833,13.142857142857142,-0.603448275862069,9,17,5,other,1
other,4,house,1665000.0,S,hockingstuart,2017-09-16,15.2,3191,4,3,2,780.0,126.0,,-37.9602,145.02026,Southern Metropolitan,4497,11.454545454545455,-0.7218543046357616,9,47,5,St,1
other,4,house,1915000.0,SP,Buxton,2017-09-16,15.2,3191,4,2,2,563.0,220.0,,-37.95893,145.0128,Southern Metropolitan,4497,22.0,-0.438058748403576,9,107,5,St,1
other,4,house,950000.0,S,Fletchers,2017-09-16,22.2,3179,4,2,2,758.0,126.0,,-37.88863,145.23435,Eastern Metropolitan,2206,12.6,-0.7149321266968326,9,42,5,St,1
other,4,house,962000.0,S,other,2017-09-16,22.2,3179,4,2,3,724.0,166.0,,-37.88919,145.2165,Eastern Metropolitan,2206,16.6,-0.6269662921348315,9,32,5,St,1
South Melbourne,1,house,855000.0,S,Greg,2017-09-16,1.9,3205,1,1,0,67.0,72.0,,-37.8343,144.95529,Southern Metropolitan,5943,24.0,0.03597122302158273,9,117,5,St,1
South Yarra,3,house,1305000.0,SP,Jellis,2017-09-16,2.7,3141,3,1,2,174.0,110.0,,-37.84517,144.98727,Southern Metropolitan,14887,15.714285714285714,-0.22535211267605634,9,117,5,St,1
other,3,house,770000.0,SP,other,2017-09-16,20.8,3171,3,1,4,585.0,126.0,,-37.93975,145.16326,South-Eastern Metropolitan,7412,18.0,-0.6455696202531646,9,47,5,other,1
Strathmore,3,house,1720000.0,S,Brad,2017-09-16,8.2,3041,3,1,2,631.0,126.0,,-37.73887,144.91103,Western Metropolitan,3284,18.0,-0.667107001321004,9,47,5,Rd,1
Sunbury,3,house,405000.0,S,YPA,2017-09-16,31.7,3429,3,1,3,515.0,101.0,,-37.57662,144.74767,Western Metropolitan,14092,14.428571428571429,-0.672077922077922,9,26,5,Ct,1
Sunbury,3,house,482000.0,S,YPA,2017-09-16,31.7,3429,3,1,1,573.0,126.0,,-37.57123,144.72333999999995,Western Metropolitan,14092,18.0,-0.6394849785407726,9,52,5,Rd,1
Sunbury,3,house,436000.0,SP,other,2017-09-16,31.7,3429,3,2,2,350.0,220.0,,-37.58883,144.70202,Western Metropolitan,14092,27.5,-0.22807017543859648,9,13,5,other,1
Sunshine,4,house,830000.0,PI,Sweeney,2017-09-16,10.5,3020,4,1,3,502.0,126.0,,-37.782090000000004,144.84581,Western Metropolitan,3755,14.0,-0.5987261146496815,9,47,5,St,1
Sunshine North,4,house,665000.0,S,Douglas,2017-09-16,10.5,3020,4,2,3,600.0,183.0,,-37.76482,144.83375,Western Metropolitan,4217,18.3,-0.5325670498084292,9,42,5,Rd,1
Sunshine North,3,house,610000.0,SP,Sweeney,2017-09-16,10.5,3020,3,1,1,581.0,126.0,,-37.7674,144.82421000000005,Western Metropolitan,4217,18.0,-0.6435643564356436,9,47,5,Av,1
Surrey Hills,3,unit,1290000.0,S,Fletchers,2017-09-16,10.2,3127,3,2,1,270.0,126.0,,-37.83404,145.0893,Southern Metropolitan,5457,15.75,-0.36363636363636365,9,47,5,Rd,1
Surrey Hills,4,house,1810000.0,S,other,2017-09-16,10.2,3127,4,3,2,349.0,223.0,,-37.82832,145.09242,Southern Metropolitan,5457,20.272727272727273,-0.2202797202797203,9,20,5,Rd,1
Surrey Hills,5,house,2230000.0,SA,Woodards,2017-09-16,10.2,3127,5,2,2,754.0,270.0,,-37.828070000000004,145.10796000000005,Southern Metropolitan,5457,22.5,-0.47265625,9,112,5,St,1
other,5,house,1930000.0,S,Jellis,2017-09-16,15.5,3106,5,3,2,807.0,377.0,,-37.75245,145.15283,Eastern Metropolitan,6202,29.0,-0.36317567567567566,9,17,5,Rd,1
other,3,house,600500.0,S,Barry,2017-09-16,15.3,3074,3,1,1,552.0,126.0,,-37.683659999999996,145.02783,Northern Metropolitan,7955,18.0,-0.6283185840707964,9,47,5,St,1
other,3,house,640000.0,S,Barry,2017-09-16,15.3,3074,3,1,2,680.0,126.0,,-37.6806,145.02402,Northern Metropolitan,7955,18.0,-0.6873449131513648,9,67,5,St,1
other,3,house,750000.0,S,HAR,2017-09-16,15.3,3074,3,2,2,536.0,169.0,,-37.67666,144.99161,Northern Metropolitan,7955,21.125,-0.5205673758865248,9,37,5,Pl,1
Thornbury,4,house,1605000.0,PI,McGrath,2017-09-16,7.0,3071,4,2,2,348.0,92.0,,-37.75582,144.98951,Northern Metropolitan,8870,9.2,-0.5818181818181818,9,87,5,St,1
Thornbury,3,house,1300000.0,SP,Love,2017-09-16,7.0,3071,3,1,2,531.0,126.0,,-37.75832,144.99017,Northern Metropolitan,8870,18.0,-0.6164383561643836,9,47,5,Av,1
Toorak,3,house,2076000.0,S,Jellis,2017-09-16,4.1,3142,3,1,2,302.0,126.0,,-37.84213,145.02527,Southern Metropolitan,7217,18.0,-0.411214953271028,9,47,5,Gr,1
other,5,house,1150000.0,PI,Jellis,2017-09-16,17.2,3133,5,2,2,599.0,235.0,,-37.84158,145.19762,Eastern Metropolitan,4181,19.583333333333332,-0.4364508393285372,9,47,5,St,1
Viewbank,3,house,1009000.0,S,Jellis,2017-09-16,8.9,3084,3,2,2,663.0,136.0,,-37.7417,145.0958,Eastern Metropolitan,2698,17.0,-0.6595744680851063,9,37,5,other,1
other,3,house,366000.0,S,Ray,2017-09-16,44.2,3756,3,1,1,502.0,77.0,,-37.40853,144.97749,Northern Victoria,3988,11.0,-0.7340241796200345,9,39,5,Av,1
other,3,house,1070000.0,S,Buxton,2017-09-16,14.7,3152,3,2,2,673.0,126.0,,-37.86345,145.22871,Eastern Metropolitan,5424,15.75,-0.6846057571964956,9,47,5,Av,1
other,4,house,1440000.0,S,Ray,2017-09-16,14.7,3152,4,3,6,717.0,247.0,,-37.87831,145.24575,Eastern Metropolitan,7082,22.454545454545453,-0.487551867219917,9,32,5,Ct,1
other,4,house,1060000.0,SP,Ray,2017-09-16,14.7,3152,4,2,3,729.0,173.0,,-37.857279999999996,145.24839,Eastern Metropolitan,7082,17.3,-0.6164079822616408,9,47,5,Rd,1
Watsonia,3,house,792000.0,S,Buckingham,2017-09-16,14.5,3087,3,1,2,571.0,124.0,,-37.71502,145.08844,Northern Metropolitan,2329,17.714285714285715,-0.6431654676258993,9,57,5,St,1
other,4,house,920000.0,PI,Barry,2017-09-16,14.5,3087,4,2,2,966.0,126.0,,-37.7023,145.08357,Northern Metropolitan,1442,12.6,-0.7692307692307693,9,47,5,St,1
Werribee,3,house,470000.0,S,other,2017-09-16,14.7,3030,3,1,2,640.0,125.0,,-37.88537,144.65337,Western Metropolitan,16166,17.857142857142858,-0.673202614379085,9,32,5,Rd,1
Werribee,3,house,515000.0,SP,YPA,2017-09-16,14.7,3030,3,2,1,251.0,194.0,,-37.90918,144.68325,Western Metropolitan,16166,24.25,-0.12808988764044943,9,5,5,Ct,1
Werribee,4,house,603500.0,SP,YPA,2017-09-16,14.7,3030,4,2,4,650.0,184.0,,-37.90336,144.67918,Western Metropolitan,16166,18.4,-0.5587529976019184,9,23,5,Av,1
West Footscray,3,house,870000.0,SP,Jas,2017-09-16,6.4,3012,3,1,2,417.0,109.0,,-37.796440000000004,144.86388,Western Metropolitan,5058,15.571428571428571,-0.5855513307984791,9,67,5,St,1
West Footscray,4,house,1060000.0,S,Douglas,2017-09-16,6.4,3012,3,3,2,512.0,512.0,,-37.79487,144.86353,Western Metropolitan,5058,51.2,0.0,9,97,5,St,1
other,3,townhouse,1500000.0,SP,other,2017-09-16,3.1,3003,3,2,1,862.0,209.0,,-37.80947000000001,144.94473,Northern Metropolitan,2230,26.125,-0.6097105508870215,9,97,5,St,1
other,3,house,950000.0,S,Jellis,2017-09-16,16.7,3150,3,2,2,651.0,126.0,,-37.91057,145.1719,South-Eastern Metropolitan,7392,15.75,-0.6756756756756757,9,47,5,Dr,1
other,4,house,1211000.0,S,C21,2017-09-16,16.7,3150,4,3,4,653.0,126.0,,-37.90667,145.17368000000005,South-Eastern Metropolitan,7392,11.454545454545455,-0.6765083440308087,9,47,5,Dr,1
other,3,house,555000.0,SP,hockingstuart,2017-09-16,17.6,3027,3,2,2,265.0,25.0,,-37.85504,144.73516,Western Metropolitan,1999,3.125,-0.8275862068965517,9,3,5,Cr,1
other,3,house,1190000.0,S,Williams,2017-09-16,6.8,3016,3,2,2,297.0,126.0,,-37.85537,144.87578,Western Metropolitan,802,15.75,-0.40425531914893614,9,12,5,St,1
Windsor,3,house,1425000.0,S,Jellis,2017-09-16,4.6,3181,3,1,1,188.0,150.0,,-37.85277,144.98485,Southern Metropolitan,4380,21.428571428571427,-0.11242603550295859,9,110,5,St,1
Windsor,3,house,1970000.0,PI,Marshall,2017-09-16,4.6,3181,3,2,0,362.0,126.0,,-37.85327,144.99947,Southern Metropolitan,4380,15.75,-0.48360655737704916,9,122,5,Rd,1
Windsor,2,house,1300000.0,VB,hockingstuart,2017-09-16,4.6,3181,2,1,1,258.0,126.0,,-37.855909999999994,144.99356,Southern Metropolitan,4380,25.2,-0.34375,9,47,5,St,1
Yarraville,2,house,921000.0,S,hockingstuart,2017-09-16,6.3,3013,2,1,2,161.0,126.0,,-37.81899,144.89507,Western Metropolitan,6543,25.2,-0.12195121951219512,9,47,5,St,1
Yarraville,3,house,1190000.0,SP,Jas,2017-09-16,6.3,3013,3,1,2,515.0,89.0,,-37.82067,144.87725,Western Metropolitan,6543,12.714285714285714,-0.7052980132450332,9,62,5,St,1
Abbotsford,3,house,1000000.0,PI,Biggin,2017-08-19,3.0,3067,3,1,2,196.0,126.0,,-37.800940000000004,144.99569,Northern Metropolitan,4019,18.0,-0.21739130434782608,8,117,5,St,1
other,3,house,506000.0,S,hockingstuart,2017-08-19,14.0,3021,3,1,2,544.0,120.0,,-37.74965,144.77008999999995,Western Metropolitan,1899,17.142857142857142,-0.6385542168674698,8,37,5,Gr,1
Albert Park,4,house,2550000.0,S,Marshall,2017-08-19,3.0,3206,4,2,2,152.0,175.0,,-37.84663,144.95681000000005,Southern Metropolitan,3280,17.5,0.07033639143730887,8,107,5,St,1
Altona North,3,house,880000.0,PI,hockingstuart,2017-08-19,9.4,3025,3,1,2,563.0,126.0,,-37.83879,144.84787,Western Metropolitan,5132,18.0,-0.6342525399129173,8,47,5,Av,1
other,3,house,730000.0,SP,HAR,2017-08-19,12.8,3022,3,2,2,739.0,112.0,,-37.77245,144.8001,Western Metropolitan,1281,14.0,-0.736780258519389,8,47,5,Rd,1
Armadale,2,house,1460000.0,S,Jellis,2017-08-19,6.3,3143,2,1,1,181.0,80.0,,-37.8542,145.01506,Southern Metropolitan,4836,16.0,-0.38697318007662834,8,87,5,St,1
Armadale,2,house,1726000.0,S,Marshall,2017-08-19,6.3,3143,2,2,2,269.0,128.0,,-37.85425,145.01545,Southern Metropolitan,4836,21.333333333333332,-0.35516372795969775,8,107,5,St,1
Ashburton,4,house,1920000.0,S,Jellis,2017-08-19,10.2,3147,4,3,2,391.0,203.0,,-37.866640000000004,145.08597,Southern Metropolitan,3052,18.454545454545453,-0.3164983164983165,8,1,5,Av,1
Ashwood,3,house,1575000.0,S,Jellis,2017-08-19,10.2,3147,3,1,2,787.0,115.0,,-37.86394,145.09702,Southern Metropolitan,2894,16.428571428571427,-0.7450110864745011,8,62,5,St,1
other,4,house,1362000.0,S,hockingstuart,2017-08-19,21.5,3195,4,2,3,549.0,126.0,,-38.01695,145.09933999999996,South-Eastern Metropolitan,2824,12.6,-0.6266666666666667,8,47,5,St,1
Balwyn,4,house,2115000.0,S,Jellis,2017-08-19,7.9,3103,4,2,2,766.0,126.0,,-37.80455,145.06478,Southern Metropolitan,5682,12.6,-0.7174887892376681,8,47,5,St,1
Balwyn,5,house,2562000.0,S,Marshall,2017-08-19,7.9,3103,5,3,2,671.0,126.0,,-37.810159999999996,145.07341,Southern Metropolitan,5682,9.692307692307692,-0.6838143036386449,8,47,5,St,1
Balwyn,6,house,2100000.0,PI,Jellis,2017-08-19,7.9,3103,6,3,2,845.0,126.0,,-37.80708,145.09698999999995,Southern Metropolitan,5682,8.4,-0.7404737384140062,8,47,5,St,1
Balwyn North,3,house,1900000.0,PI,Noel,2017-08-19,9.7,3104,3,1,1,912.0,126.0,,-37.79351,145.07655,Southern Metropolitan,7809,18.0,-0.7572254335260116,8,47,5,Rd,1
Balwyn North,4,house,2000000.0,PI,hockingstuart,2017-08-19,9.7,3104,4,3,4,958.0,255.0,,-37.78662,145.07683,Southern Metropolitan,7809,23.181818181818183,-0.5795548227535037,8,2,5,Av,1
Balwyn North,4,house,2400000.0,S,Fletchers,2017-08-19,9.7,3104,4,2,2,746.0,126.0,,-37.79483,145.07296000000005,Southern Metropolitan,7809,12.6,-0.7110091743119266,8,47,5,St,1
Balwyn North,4,house,2270000.0,PI,Barry,2017-08-19,9.7,3104,4,2,2,654.0,334.0,,-37.78458,145.07912,Southern Metropolitan,7809,33.4,-0.32388663967611336,8,7,5,Rd,1
Balwyn North,5,house,2600000.0,VB,Jellis,2017-08-19,9.7,3104,5,4,2,708.0,126.0,,-37.78787,145.08468,Southern Metropolitan,7809,9.0,-0.697841726618705,8,47,5,Av,1
Balwyn North,3,house,2321000.0,S,Fletchers,2017-08-19,9.7,3104,3,1,2,923.0,126.0,,-37.80081,145.09319,Southern Metropolitan,7809,18.0,-0.7597712106768351,8,47,5,Av,1
Balwyn North,3,house,1890000.0,S,Fletchers,2017-08-19,9.7,3104,3,2,1,632.0,144.0,,-37.79094,145.07899,Southern Metropolitan,7809,18.0,-0.6288659793814433,8,77,5,Rd,1
Bentleigh,4,house,1895000.0,S,Jellis,2017-08-19,11.4,3204,4,2,2,557.0,220.0,,-37.91741,145.02873,Southern Metropolitan,6795,22.0,-0.4337194337194337,8,97,5,Rd,1
Bentleigh East,4,house,1115000.0,S,Ray,2017-08-19,13.8,3165,4,1,2,579.0,126.0,,-37.915240000000004,145.07686,Southern Metropolitan,10969,14.0,-0.6425531914893617,8,47,5,St,1
Bentleigh East,3,townhouse,1280000.0,SP,Buxton,2017-08-19,13.8,3165,3,2,2,335.0,239.0,,-37.91783,145.0816,Southern Metropolitan,10969,29.875,-0.1672473867595819,8,4,5,St,1
Bentleigh East,2,unit,690000.0,S,Jellis,2017-08-19,13.8,3165,2,2,1,212.0,126.0,,-37.91786,145.08243000000004,Southern Metropolitan,10969,21.0,-0.25443786982248523,8,9,5,St,1
Bentleigh East,4,house,1595000.0,S,Jellis,2017-08-19,13.8,3165,4,1,2,581.0,167.0,,-37.91291,145.05996000000005,Southern Metropolitan,10969,18.555555555555557,-0.553475935828877,8,57,5,St,1
other,3,townhouse,881000.0,S,Jellis,2017-08-19,13.4,3130,3,1,1,300.0,126.0,,-37.81156,145.14057,Eastern Metropolitan,5713,18.0,-0.4084507042253521,8,47,5,St,1
other,4,house,1300000.0,S,Noel,2017-08-19,13.4,3130,4,2,2,543.0,126.0,,-37.806509999999996,145.16457,Eastern Metropolitan,2867,12.6,-0.6233183856502242,8,11,5,Ct,1
other,2,townhouse,625000.0,S,Barry,2017-08-19,16.1,3088,2,2,1,189.0,126.0,,-37.70835,145.11795,Eastern Metropolitan,1390,21.0,-0.2,8,47,5,Rd,1
Brighton,4,house,3100000.0,VB,Marshall,2017-08-19,10.5,3186,4,4,4,753.0,126.0,,-37.89293,144.99138,Southern Metropolitan,10579,10.5,-0.7133105802047781,8,47,5,St,1
Brighton,4,house,1850000.0,VB,Jellis,2017-08-19,10.5,3186,4,3,3,421.0,170.0,,-37.90542,145.00603999999996,Southern Metropolitan,10579,15.454545454545455,-0.42470389170896783,8,17,5,Av,1
Brighton,4,house,2770000.0,S,Nick,2017-08-19,10.5,3186,4,3,2,560.0,126.0,,-37.923140000000004,144.99777,Southern Metropolitan,10579,11.454545454545455,-0.6326530612244898,8,47,5,St,1
Brighton East,4,house,1300000.0,S,Hodges,2017-08-19,10.3,3187,4,3,2,221.0,126.0,,-37.90381,145.01821999999999,Southern Metropolitan,6938,11.454545454545455,-0.2737752161383285,8,47,5,St,1
other,3,house,637000.0,S,Stockdale,2017-08-19,14.0,3047,3,1,5,670.0,126.0,,-37.69215,144.91654,Northern Metropolitan,4294,18.0,-0.6834170854271356,8,37,5,St,1
other,3,house,1335000.0,S,YPA,2017-08-19,14.0,3047,3,1,1,697.0,126.0,,-37.6882,144.92541,Northern Metropolitan,4294,18.0,-0.6938031591737546,8,47,5,St,1
Brunswick,3,house,905000.0,S,other,2017-08-19,5.2,3056,3,1,1,277.0,126.0,,-37.7592,144.97321000000005,Northern Metropolitan,11918,18.0,-0.3746898263027295,8,47,5,other,1
Brunswick East,1,unit,320000.0,S,Jellis,2017-08-19,4.0,3057,1,1,1,682.0,34.0,,-37.7734,144.97686000000004,Northern Metropolitan,5533,11.333333333333334,-0.9050279329608939,8,37,5,Rd,1
Bulleen,3,house,1230000.0,S,Barry,2017-08-19,10.8,3105,3,1,1,757.0,126.0,,-37.78094,145.10131,Eastern Metropolitan,4480,18.0,-0.7146092865232163,8,47,5,Ct,1
Bulleen,4,house,1240000.0,S,Purplebricks,2017-08-19,10.8,3105,4,2,2,602.0,170.0,,-37.76012,145.0854,Eastern Metropolitan,4480,17.0,-0.5595854922279793,8,47,5,St,1
Bundoora,3,house,1234000.0,S,Barry,2017-08-19,12.1,3083,3,1,2,896.0,139.0,,-37.70042,145.0614,Northern Metropolitan,10175,19.857142857142858,-0.7314009661835749,8,52,5,St,1
Burwood,3,house,1588000.0,S,Buxton,2017-08-19,10.4,3125,3,2,2,708.0,126.0,,-37.84625,145.10116000000005,Southern Metropolitan,5678,15.75,-0.697841726618705,8,47,5,Dr,1
other,3,house,1000000.0,VB,Fletchers,2017-08-19,14.7,3151,4,2,2,788.0,108.0,,-37.85985,145.15656,Eastern Metropolitan,4048,12.0,-0.7589285714285714,8,57,5,Rd,1
other,4,house,650000.0,VB,Raine,2017-08-19,16.6,3061,4,2,4,688.0,175.0,,-37.6714,144.95458,Northern Metropolitan,1889,17.5,-0.5944380069524913,8,47,5,Av,1
Canterbury,5,house,2550000.0,PI,RT,2017-08-19,8.4,3126,5,2,4,692.0,126.0,,-37.83254,145.07907,Southern Metropolitan,3265,10.5,-0.6919315403422983,8,47,5,St,1
Carlton North,2,house,1540000.0,S,Jellis,2017-08-19,3.5,3054,2,1,2,158.0,112.0,,-37.792120000000004,144.97409,Northern Metropolitan,3106,22.4,-0.17037037037037037,8,127,5,St,1
other,3,house,700000.0,S,Bells,2017-08-19,14.8,3023,3,2,3,660.0,126.0,,-37.73881,144.73543,Western Metropolitan,7719,15.75,-0.6793893129770993,8,47,5,Cl,1
Caulfield South,5,house,2450000.0,PI,Gary,2017-08-19,8.7,3162,5,4,2,554.0,312.0,,-37.89718,145.01657,Southern Metropolitan,5051,22.285714285714285,-0.279445727482679,8,0,5,St,1
other,3,house,710000.0,SP,hockingstuart,2017-08-19,27.0,3196,3,1,1,650.0,138.0,,-38.04513,145.1346,South-Eastern Metropolitan,2076,19.714285714285715,-0.649746192893401,8,57,5,Av,1
Cheltenham,2,townhouse,955000.0,SP,Greg,2017-08-19,17.9,3192,2,2,1,836.0,112.0,,-37.973420000000004,145.07201,Southern Metropolitan,9758,18.666666666666668,-0.7637130801687764,8,8,5,St,1
Cheltenham,3,house,1230000.0,S,Buxton,2017-08-19,17.9,3192,3,1,1,584.0,133.0,,-37.96402,145.06658000000004,Southern Metropolitan,9758,19.0,-0.6290097629009763,8,57,5,St,1
other,5,house,883300.0,S,Gary,2017-08-19,17.5,3169,5,2,2,402.0,177.0,,-37.944520000000004,145.11108000000004,South-Eastern Metropolitan,2727,14.75,-0.38860103626943004,8,37,5,Ct,1
other,3,house,790000.0,S,C21,2017-08-19,17.5,3169,3,1,2,532.0,114.0,,-37.93765,145.10583,South-Eastern Metropolitan,2727,16.285714285714285,-0.6470588235294118,8,42,5,Pl,1
Clifton Hill,2,house,1310000.0,S,Collins,2017-08-19,3.6,3068,2,1,2,146.0,104.0,,-37.793459999999996,144.99642,Northern Metropolitan,2954,20.8,-0.168,8,127,5,St,1
Coburg,3,house,880000.0,S,Nelson,2017-08-19,6.7,3058,3,1,1,379.0,107.0,,-37.73999,144.95141,Northern Metropolitan,11204,15.285714285714286,-0.5596707818930041,8,107,5,St,1
Coburg,3,house,1070000.0,S,Nelson,2017-08-19,6.7,3058,3,1,2,392.0,98.0,,-37.74671,144.95141999999996,Northern Metropolitan,11204,14.0,-0.6,8,97,5,St,1
Coburg,5,house,1500000.0,VB,Nelson,2017-08-19,6.7,3058,5,3,4,900.0,180.0,,-37.754020000000004,144.95991,Northern Metropolitan,11204,13.846153846153847,-0.6666666666666666,8,129,5,St,1
Coburg,4,house,1085000.0,S,Brad,2017-08-19,6.7,3058,4,2,1,430.0,155.0,,-37.7505,144.97648999999996,Northern Metropolitan,11204,15.5,-0.4700854700854701,8,97,5,St,1
