transaction_id;product_id;customer_id;transaction_date;online_order;order_status;brand;product_line;product_class;product_size;list_price;standard_cost
14802;91;2393;30.08.2017;True;Approved;WeareA2B;Standard;low;medium;642,31;513,85
14803;46;1332;25.11.2017;False;Approved;Solex;Standard;low;medium;1289,85;74,51
14804;72;981;15.09.2017;True;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
14805;67;1314;12.08.2017;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
14806;83;2169;04.09.2017;False;Approved;Solex;Touring;medium;large;2083,94;675,03
14807;0;1316;05.07.2017;True;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
14808;16;3249;22.02.2017;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
14809;32;1372;18.02.2017;False;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
14810;29;2036;13.04.2017;False;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
14811;69;1924;09.03.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
14812;60;2615;18.01.2017;False;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
14813;70;903;14.12.2017;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
14814;63;2729;24.12.2017;True;Approved;Solex;Standard;medium;medium;1483,2;99,59
14815;38;2628;07.02.2017;True;Approved;Solex;Standard;medium;medium;1577,53;826,51
14816;0;779;18.03.2017;True;Approved;Solex;Standard;medium;medium;478,16;298,72
14817;1;3427;09.05.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
14818;13;1111;08.06.2017;True;Approved;Solex;Standard;medium;medium;1577,53;826,51
14819;97;469;14.09.2017;True;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
14820;2;504;09.02.2017;False;Approved;Giant Bicycles;Road;low;small;590,26;525,33
14821;66;985;20.05.2017;False;Approved;Solex;Standard;medium;medium;1163,89;589,27
14822;54;1761;12.12.2017;False;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
14823;0;2099;28.10.2017;False;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
14824;52;1089;22.07.2017;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
14825;82;3147;07.07.2017;True;Approved;Norco Bicycles;Standard;high;medium;1148,64;689,18
14826;10;1336;06.10.2017;True;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
14827;50;2946;28.10.2017;True;Approved;WeareA2B;Standard;medium;small;175,89;131,92
14828;3;841;31.01.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
14829;0;1821;04.04.2017;False;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
14830;57;2910;31.08.2017;False;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
14831;15;2618;31.03.2017;False;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
14832;5;2946;29.11.2017;False;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
14833;43;3286;15.01.2017;True;Cancelled;Solex;Standard;medium;medium;1151,96;649,49
14834;56;1916;26.05.2017;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
14835;37;773;13.08.2017;True;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
14836;0;1738;03.11.2017;False;Approved;;;;;587,02;
14837;78;2611;10.10.2017;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
14838;28;1514;21.09.2017;True;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
14839;84;3407;22.08.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
14840;31;1140;17.02.2017;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
14841;16;1243;14.06.2017;False;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
14842;38;1802;16.01.2017;False;Approved;Solex;Standard;medium;medium;1577,53;826,51
14843;70;87;19.07.2017;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
14844;67;2621;11.10.2017;True;Approved;Solex;Standard;medium;large;1071,23;380,74
14845;28;2197;07.08.2017;False;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
14846;0;2192;05.03.2017;False;Approved;;;;;1919,23;
14847;73;2091;13.05.2017;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
14848;81;577;29.10.2017;True;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
14849;14;589;28.08.2017;True;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
14850;87;19;25.03.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
14851;87;216;18.06.2017;True;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
14852;0;2989;31.07.2017;False;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
14853;8;250;18.02.2017;False;Approved;Solex;Road;medium;small;1703,52;1516,13
14854;84;820;22.03.2017;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
14855;17;3126;20.11.2017;True;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
14856;86;2930;04.02.2017;True;Approved;OHM Cycles;Standard;medium;medium;235,63;125,07
14857;77;2210;12.07.2017;True;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
14858;0;31;02.10.2017;True;Approved;Solex;Standard;medium;medium;71,49;53,62
14859;41;3221;10.09.2017;False;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
14860;85;462;03.07.2017;True;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
14861;13;616;19.02.2017;False;Approved;Solex;Standard;medium;medium;1577,53;826,51
14862;50;1160;25.01.2017;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
14863;35;2240;11.06.2017;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
14864;16;2312;13.08.2017;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
14865;91;2452;25.11.2017;False;Approved;Solex;Standard;medium;medium;100,35;75,26
14866;79;925;03.12.2017;True;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
14867;35;2182;06.11.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
14868;0;608;03.02.2017;True;Approved;Norco Bicycles;Standard;low;medium;363,01;290,41
14869;46;3323;06.09.2017;;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
14870;22;3500;11.01.2017;False;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
14871;27;1711;14.04.2017;False;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
14872;92;2008;21.10.2017;False;Cancelled;WeareA2B;Standard;medium;small;1415,01;1259,36
14873;53;2418;02.03.2017;True;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
14874;55;1388;08.10.2017;False;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
14875;59;2548;04.01.2017;False;Approved;Solex;Standard;medium;large;1061,56;733,58
14876;84;232;19.07.2017;True;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
14877;3;2638;27.08.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
14878;35;1772;30.03.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
14879;63;94;17.11.2017;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
14880;45;226;05.09.2017;False;Approved;Solex;Standard;medium;medium;441,49;84,99
14881;68;1629;25.11.2017;True;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
14882;94;897;28.02.2017;True;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
14883;64;733;23.10.2017;True;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
14884;5;2618;17.05.2017;True;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
14885;80;3004;03.05.2017;True;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
14886;1;1128;20.07.2017;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
14887;43;3108;30.06.2017;False;Approved;Solex;Standard;medium;medium;1151,96;649,49
14888;0;76;25.03.2017;False;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
14889;15;2751;10.10.2017;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
14890;0;1681;20.07.2017;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
14891;21;1927;12.04.2017;True;Approved;Solex;Standard;medium;large;1071,23;380,74
14892;69;2217;13.02.2017;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
14893;73;49;19.07.2017;;Approved;Solex;Standard;medium;medium;1945,43;333,18
14894;25;1930;13.03.2017;True;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
14895;25;2989;18.09.2017;False;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
14896;0;1714;27.01.2017;False;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
14897;8;1400;17.04.2017;True;Cancelled;Solex;Road;medium;small;1703,52;1516,13
14898;62;721;08.05.2017;True;Approved;Solex;Standard;medium;medium;478,16;298,72
14899;69;10;09.08.2017;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
14900;37;783;01.03.2017;False;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
14901;41;216;11.02.2017;True;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
14902;62;2270;19.06.2017;False;Approved;Solex;Standard;medium;medium;478,16;298,72
14903;80;2700;31.01.2017;False;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
14904;78;2533;14.05.2017;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
14905;0;3447;18.08.2017;True;Approved;WeareA2B;Standard;medium;small;175,89;131,92
14906;100;65;22.06.2017;False;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
14907;38;1971;15.01.2017;False;Approved;Solex;Standard;medium;medium;1577,53;826,51
14908;47;1025;31.10.2017;True;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
14909;52;2973;16.07.2017;False;Approved;Solex;Road;medium;large;1777,8;820,78
14910;73;1482;27.02.2017;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
14911;17;351;20.10.2017;False;Approved;Solex;Standard;high;medium;1024,66;614,80
14912;2;2908;29.05.2017;False;Approved;Solex;Standard;medium;medium;71,49;53,62
14913;50;3155;06.11.2017;True;Approved;WeareA2B;Standard;medium;small;175,89;131,92
14914;68;3228;31.03.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
14915;41;1982;07.09.2017;False;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
14916;67;1739;17.09.2017;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
14917;5;1695;22.04.2017;False;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
14918;63;2165;08.08.2017;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
14919;0;2182;10.04.2017;True;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
14920;51;310;19.09.2017;True;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
14921;2;590;11.09.2017;False;Approved;Solex;Standard;medium;medium;71,49;53,62
14922;0;448;23.03.2017;True;Approved;;;;;1660,68;
14923;68;2702;24.05.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
14924;70;1513;11.05.2017;False;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
14925;70;144;16.03.2017;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
14926;48;1234;12.06.2017;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
14927;77;484;27.10.2017;True;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
14928;97;1994;11.06.2017;True;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
14929;62;639;23.03.2017;False;Approved;Solex;Standard;medium;medium;478,16;298,72
14930;32;938;08.09.2017;False;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
14931;31;1;14.12.2017;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
14932;49;1785;21.01.2017;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
14933;37;2013;13.11.2017;True;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
14934;70;647;02.02.2017;False;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
14935;36;2812;15.07.2017;False;Approved;Solex;Standard;low;medium;1289,85;74,51
14936;32;2203;05.08.2017;True;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
14937;26;1597;26.03.2017;False;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
14938;57;1906;21.04.2017;False;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
14939;99;1807;23.06.2017;True;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
14940;24;570;25.11.2017;False;Approved;Solex;Road;medium;large;1777,8;820,78
14941;78;1603;07.12.2017;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
14942;90;825;20.12.2017;True;Approved;Norco Bicycles;Standard;low;medium;363,01;290,41
14943;21;3064;23.05.2017;False;Approved;Solex;Standard;medium;large;1071,23;380,74
14944;10;221;02.02.2017;True;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
14945;59;145;24.05.2017;False;Approved;Solex;Standard;medium;large;1061,56;733,58
14946;35;539;09.09.2017;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
14947;15;423;25.01.2017;True;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
14948;15;3014;18.02.2017;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
14949;3;648;01.02.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
14950;44;445;15.05.2017;False;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
14951;63;528;22.04.2017;True;Approved;Solex;Standard;medium;medium;1483,2;99,59
14952;79;1611;15.02.2017;True;Approved;Solex;Touring;medium;large;2083,94;675,03
14953;0;1358;05.11.2017;False;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
14954;57;3445;13.05.2017;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
14955;75;2793;06.03.2017;False;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
14956;45;22;24.09.2017;True;Approved;Solex;Standard;medium;medium;441,49;84,99
14957;22;1580;16.04.2017;False;Approved;Solex;Standard;medium;medium;575,27;431,45
14958;19;1958;22.10.2017;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
14959;0;2045;13.09.2017;False;Approved;Solex;Standard;medium;medium;100,35;75,26
14960;54;938;30.10.2017;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
14961;57;2771;16.11.2017;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
14962;78;2190;01.07.2017;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
14963;6;1176;14.10.2017;False;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
14964;49;2385;31.10.2017;False;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
14965;31;1616;05.06.2017;False;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
14966;46;965;05.02.2017;True;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
14967;3;3204;04.08.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
14968;87;2540;10.04.2017;True;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
14969;27;3476;20.08.2017;True;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
14970;57;3045;17.09.2017;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
14971;63;2787;23.11.2017;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
14972;84;1331;25.12.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
14973;22;2063;11.03.2017;False;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
14974;26;2388;02.07.2017;False;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
14975;49;717;26.07.2017;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
14976;12;775;26.10.2017;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
14977;97;1772;15.07.2017;False;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
14978;88;877;03.07.2017;True;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
14979;5;1678;23.10.2017;False;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
14980;94;2653;22.06.2017;True;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
14981;92;3164;27.07.2017;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
14982;38;29;08.12.2017;True;Approved;Solex;Standard;medium;medium;1577,53;826,51
14983;88;1468;16.01.2017;True;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
14984;42;2576;07.05.2017;False;Approved;OHM Cycles;Road;medium;small;1810;1610,90
14985;4;3495;11.02.2017;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
14986;6;457;06.09.2017;True;Approved;Solex;Standard;high;medium;748,17;448,90
14987;53;442;06.02.2017;False;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
14988;38;1460;15.05.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
14989;58;1991;15.01.2017;True;Approved;OHM Cycles;Standard;medium;medium;912,52;141,40
14990;96;174;26.10.2017;False;Approved;WeareA2B;Road;low;small;1172,78;1043,77
14991;22;2071;14.02.2017;False;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
14992;64;2843;17.07.2017;True;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
14993;48;3275;31.03.2017;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
14994;35;3112;19.12.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
14995;82;2712;04.01.2017;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
14996;52;599;06.09.2017;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
14997;13;3343;20.07.2017;True;Approved;Solex;Standard;medium;medium;1163,89;589,27
14998;23;3246;18.05.2017;False;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
14999;14;1507;31.08.2017;False;Approved;Solex;Standard;high;large;1842,92;1105,75
15000;77;276;26.01.2017;True;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
15001;8;1547;12.08.2017;True;Approved;Solex;Road;medium;small;1703,52;1516,13
15002;87;2475;10.05.2017;True;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
15003;67;2540;29.07.2017;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
15004;38;933;14.09.2017;False;Approved;Solex;Standard;medium;medium;1577,53;826,51
15005;59;2228;30.01.2017;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
15006;27;1498;19.05.2017;True;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
15007;25;3223;07.02.2017;True;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
15008;64;3210;21.12.2017;False;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
15009;61;1975;25.03.2017;True;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
15010;82;1722;19.03.2017;True;Approved;Norco Bicycles;Standard;high;medium;1148,64;689,18
15011;54;3104;26.07.2017;False;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
15012;49;1585;24.06.2017;False;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
15013;30;198;16.08.2017;True;Approved;Solex;Standard;high;medium;748,17;448,90
15014;35;1405;03.06.2017;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
15015;34;2784;17.10.2017;False;Approved;Norco Bicycles;Road;high;large;774,53;464,72
15016;57;1101;08.09.2017;False;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
15017;76;1411;07.08.2017;False;Approved;WeareA2B;Standard;low;medium;642,31;513,85
15018;55;1245;02.02.2017;True;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
15019;57;2537;31.05.2017;False;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
15020;33;903;20.05.2017;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
15021;77;3115;09.06.2017;False;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
15022;90;1726;27.04.2017;False;Approved;Solex;Standard;low;medium;945,04;507,58
15023;82;3380;02.08.2017;True;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
15024;1;8;21.04.2017;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
15025;94;2598;04.10.2017;False;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
15026;64;1619;25.06.2017;False;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
15027;32;1066;06.06.2017;True;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
15028;34;407;04.02.2017;True;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
15029;28;2955;15.05.2017;False;Approved;Solex;Road;medium;small;1703,52;1516,13
15030;50;2574;12.11.2017;;Approved;WeareA2B;Standard;medium;small;175,89;131,92
15031;91;833;10.05.2017;False;Approved;WeareA2B;Standard;low;medium;642,31;513,85
15032;15;35;28.03.2017;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
15033;19;2248;31.03.2017;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
15034;83;1374;25.03.2017;True;Approved;Solex;Touring;medium;large;2083,94;675,03
15035;68;1783;27.06.2017;True;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
15036;34;1327;03.02.2017;True;Approved;Norco Bicycles;Road;high;large;774,53;464,72
15037;7;1481;02.02.2017;True;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
15038;55;2194;09.09.2017;True;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
15039;94;2169;05.02.2017;False;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
15040;37;1891;10.10.2017;True;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
15041;0;3375;18.12.2017;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
15042;40;2348;31.10.2017;True;Approved;OHM Cycles;Standard;high;medium;1458,17;874,90
15043;13;1219;30.08.2017;False;Approved;Solex;Standard;medium;medium;1163,89;589,27
15044;18;2912;05.01.2017;False;Approved;Norco Bicycles;Standard;high;medium;1148,64;689,18
15045;21;1531;10.05.2017;True;Approved;Solex;Standard;medium;large;1071,23;380,74
15046;0;1151;05.01.2017;False;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
15047;42;990;21.07.2017;False;Approved;OHM Cycles;Road;medium;small;1810;1610,90
15048;5;3127;14.02.2017;False;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
15049;74;2668;30.10.2017;True;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
15050;3;1462;27.07.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
15051;40;1998;27.07.2017;True;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
15052;0;88;12.03.2017;False;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
15053;0;2422;19.05.2017;False;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
15054;57;2428;30.08.2017;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
15055;24;2513;15.09.2017;False;Approved;Solex;Road;medium;large;1777,8;820,78
15056;7;2506;01.06.2017;False;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
15057;89;360;03.02.2017;False;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
15058;26;886;16.01.2017;True;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
15059;74;768;23.05.2017;False;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
15060;40;3216;09.11.2017;False;Approved;OHM Cycles;Standard;high;medium;1458,17;874,90
15061;14;816;23.06.2017;;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
15062;86;2606;18.02.2017;True;Approved;Norco Bicycles;Road;high;large;774,53;464,72
15063;21;373;21.05.2017;True;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
15064;67;1056;06.12.2017;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
15065;24;884;11.05.2017;False;Approved;Solex;Road;medium;large;1777,8;820,78
15066;100;820;23.11.2017;;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
15067;0;1331;08.02.2017;False;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
15068;9;1638;03.12.2017;False;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
15069;43;32;14.01.2017;False;Approved;Solex;Standard;medium;medium;1151,96;649,49
15070;70;849;29.10.2017;False;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
15071;63;3050;02.07.2017;False;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
15072;42;1705;15.12.2017;True;Approved;OHM Cycles;Road;medium;small;1810;1610,90
15073;46;3251;14.05.2017;True;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
15074;46;1263;04.03.2017;True;Approved;Solex;Standard;low;medium;1289,85;74,51
15075;55;2041;28.01.2017;True;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
15076;45;2538;09.10.2017;False;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
15077;8;1954;07.09.2017;True;Approved;Solex;Road;medium;small;1703,52;1516,13
15078;3;3058;06.12.2017;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
15079;12;3452;28.12.2017;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
15080;66;2689;29.12.2017;True;Approved;Giant Bicycles;Road;low;small;590,26;525,33
15081;25;1458;01.06.2017;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
15082;20;1677;24.04.2017;True;Approved;Trek Bicycles;Standard;medium;small;1775,81;1580,47
15083;60;1129;14.03.2017;False;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
15084;47;2880;22.09.2017;False;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
15085;91;2082;18.10.2017;True;Approved;Solex;Standard;medium;medium;100,35;75,26
15086;52;3422;01.11.2017;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
15087;50;3210;15.01.2017;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
15088;1;1467;18.11.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
15089;99;1549;13.09.2017;True;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
15090;49;1502;07.05.2017;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
15091;0;1432;16.02.2017;True;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
15092;90;2610;14.08.2017;True;Approved;Norco Bicycles;Standard;low;medium;363,01;290,41
15093;73;380;20.06.2017;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
15094;30;3349;12.04.2017;True;Approved;Solex;Standard;high;medium;748,17;448,90
15095;0;3429;22.03.2017;True;Approved;Solex;Standard;medium;large;202,62;151,96
15096;32;894;03.01.2017;False;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
15097;39;1925;25.12.2017;False;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
15098;94;697;15.05.2017;True;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
15099;28;2951;04.09.2017;True;Approved;Solex;Road;medium;small;1703,52;1516,13
15100;22;1167;22.11.2017;True;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
15101;49;13;01.03.2017;True;Approved;Solex;Standard;medium;large;1061,56;733,58
15102;35;1375;24.05.2017;False;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
15103;63;1610;30.07.2017;False;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
15104;97;2027;16.12.2017;True;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
15105;13;2646;30.08.2017;True;Approved;Solex;Standard;medium;medium;1163,89;589,27
